municipality,year,payt,svc_type,hh_total,hh_trash,hh_recycling,trash_tons,recyc_tons,bulky_incl,lbs_hh_yr,coverage
Shutesbury,2025,1,Curbside,884.0,884.0,884.0,329.61,,0,745.7239819004525,1.0
Somerset,2025,1,Curbside,7394.0,7176.0,7176.0,3611.31,2176.12,0,1006.4966555183946,0.9705166351095483
Somerville,2025,0,Curbside,28000.0,26250.0,26250.0,15869.71,6109.85,1,1209.1207619047618,0.9375
South Hadley,2025,1,Both,7253.0,6500.0,6500.0,3173.93,584.37,1,976.5938461538461,0.8961808906659313
Southampton,2025,1,Drop-off,2409.0,955.0,955.0,489.12,0.0,0,1024.3350785340315,0.39643005396430053
Southborough,2025,0,Drop-off,3680.0,2408.0,2408.0,2329.73,,1,1934.9916943521594,0.6543478260869565
Southwick,2025,0,Drop-off,3534.0,2087.0,2114.0,1867.03,,0,1789.1998083373262,0.5905489530277306
Spencer,2025,1,Drop-off,3865.0,1680.0,1680.0,1070.0,211.85,0,1273.8095238095239,0.4346701164294955
Springfield,2025,0,Curbside,45979.0,39285.0,39285.0,44555.3,7646.58,0,2268.3110602010947,0.8544117966897932
Sterling,2025,0,Curbside,3000.0,2901.0,2901.0,2227.53,734.17,0,1535.6980351602895,0.967
Stockbridge,2025,0,Drop-off,2000.0,1400.0,1400.0,446.7,,0,638.1428571428571,0.7
Stoneham,2025,0,Curbside,11495.0,5905.0,5900.0,5860.9,1775.5,1,1985.0635055038103,0.5137016093953893
Stoughton,2025,0,Curbside,9624.0,7228.0,7228.0,7713.56,970.66,0,2134.3552850027672,0.7510390689941812
Sutton,2025,1,Drop-off,3500.0,1150.0,1150.0,488.24,0.0,1,849.1130434782609,0.32857142857142857
Swampscott,2025,1,Curbside,6295.0,5093.0,5093.0,3262.25,1422.47,1,1281.0720596897702,0.809054805401112
Swansea,2025,1,Curbside,6559.0,6125.0,6125.0,3140.94,1953.94,0,1025.6130612244897,0.9338313767342583
Taunton,2025,1,Curbside,20939.0,18431.0,20910.0,14092.0,5308.0,1,1529.1628235038793,0.8802235063756626
Tewksbury,2025,0,Curbside,10166.0,10166.0,10166.0,8708.76,2756.87,1,1713.3110367892978,1.0
Tolland,2025,0,Drop-off,520.0,264.0,380.0,107.88,,0,817.2727272727273,0.5076923076923077
Topsfield,2025,1,Curbside,2345.0,2345.0,2345.0,1616.92,619.27,1,1379.0362473347548,1.0
Townsend,2025,1,Curbside,3502.0,2255.0,2255.0,1405.59,642.62,0,1246.6430155210644,0.643917761279269
Tyngsborough,2025,0,Curbside,4792.0,3930.0,3930.0,2911.36,865.65,1,1481.6081424936388,0.8201168614357263
Upton,2025,1,Curbside,3100.0,2700.0,2700.0,1537.88,718.77,0,1139.1703703703704,0.8709677419354839
Wakefield,2025,0,Curbside,8651.0,8581.0,8581.0,6603.77,1715.56,1,1539.160936953735,0.9919084498901861
Walpole,2025,0,Curbside,8837.0,7354.0,7354.0,7598.34,1429.72,1,2066.450911068806,0.8321828674889669
Waltham,2025,0,Curbside,27122.0,18578.0,19712.0,16711.2,4418.21,1,1799.0311120680374,0.6849789838507485
Wareham,2025,1,Both,13048.0,8745.0,8745.0,6650.81,1775.14,0,1521.05431675243,0.6702176578786021
Warren,2025,1,Drop-off,2218.0,1005.0,1005.0,564.62,0.0,0,1123.6218905472638,0.45311091073038773
Warwick,2025,1,Drop-off,370.0,323.0,323.0,70.73,,0,437.95665634674924,0.8729729729729729
Washington,2025,0,Drop-off,263.0,263.0,263.0,136.0,,0,1034.2205323193916,1.0
Watertown,2025,0,Curbside,13500.0,10050.0,10050.0,8152.06,2318.95,1,1622.300497512438,0.7444444444444445
Wellesley,2025,0,Drop-off,9123.0,9123.0,9123.0,4609.0,0.0,1,1010.413241258358,1.0
Wellfleet,2025,1,Drop-off,3669.0,3669.0,3669.0,801.4,,0,436.84927773235216,1.0
Wendell,2025,1,Drop-off,398.0,274.0,274.0,151.29,,0,1104.3065693430658,0.6884422110552764
Wenham,2025,1,Curbside,1289.0,1207.0,1207.0,963.8,406.7,1,1597.0173985086992,0.9363847944142746
West Boylston,2025,1,Curbside,2802.0,2476.0,2476.0,1524.1,0.0,0,1231.0985460420031,0.8836545324768023
West Bridgewater,2025,0,Drop-off,3300.0,1776.0,1776.0,1769.56,299.73,0,1992.7477477477478,0.5381818181818182
West Springfield,2025,0,Curbside,12600.0,8892.0,8892.0,7276.78,1792.53,1,1636.7026540710751,0.7057142857142857
West Tisbury,2025,1,Drop-off,1869.0,1100.0,1100.0,234.46,171.2,0,426.2909090909091,0.588550026752274
Westborough,2025,0,Drop-off,7980.0,3500.0,4460.0,1492.67,1432.38,1,852.9542857142857,0.43859649122807015
Westfield,2025,0,Both,15673.0,15673.0,15673.0,11057.41,2786.45,1,1411.0138454667263,1.0
Westford,2025,0,Curbside,9519.0,8018.0,8062.0,5796.68,2117.67,1,1445.9166874532302,0.8423153692614771
Westhampton,2025,1,Drop-off,695.0,374.0,374.0,173.73,,0,929.0374331550802,0.5381294964028777
Weston,2025,1,Drop-off,3600.0,1768.0,1768.0,595.0,,1,673.0769230769231,0.4911111111111111
Westwood,2025,0,Curbside,5381.0,5093.0,5093.0,3937.46,1423.11,0,1546.2242293343804,0.9464783497491173
Weymouth,2025,0,Curbside,20220.0,17731.0,17731.0,15621.0,4290.0,0,1761.9987592352377,0.8769040553907023
Whately,2025,1,Drop-off,650.0,475.0,475.0,133.76,,0,563.2,0.7307692307692307
Whitman,2025,0,Curbside,5343.0,4622.0,4622.0,3781.72,1349.08,0,1636.3998269147555,0.8650570840351862
Wilbraham,2025,1,Drop-off,5555.0,1726.0,1726.0,674.53,,1,781.6106604866744,0.3107110711071107
Williamsburg,2025,0,Drop-off,1147.0,915.0,915.0,410.15,,0,896.5027322404371,0.7977332170880558
Williamstown,2025,1,Drop-off,2252.0,1043.0,1043.0,282.07,,0,540.882070949185,0.46314387211367675
Wilmington,2025,0,Curbside,7256.0,7256.0,7256.0,6832.0,2168.0,1,1883.1312017640573,1.0
Winchester,2025,0,Drop-off,7975.0,5033.0,5031.0,4687.0,1339.06,1,1862.507450824558,0.6310971786833856
Windsor,2025,1,Drop-off,400.0,206.0,206.0,136.82,,0,1328.3495145631068,0.515
Winthrop,2025,0,Curbside,8252.0,5790.0,5790.0,4900.56,1402.76,1,1692.7668393782383,0.7016480853126514
Woburn,2025,0,Curbside,11994.0,11862.0,11862.0,10876.67,2345.51,0,1833.8678131849604,0.9889944972486243
Worcester,2025,1,Curbside,78984.0,55000.0,78984.0,26325.76,9642.62,0,957.3003636363636,0.6963435632533171
Worthington,2025,1,Drop-off,533.0,308.0,308.0,183.98,,0,1194.6753246753246,0.5778611632270169
Wrentham,2025,1,Curbside,4598.0,4110.0,4110.0,2938.29,1239.04,0,1429.8248175182482,0.8938668986515876
Yarmouth,2025,0,Drop-off,15449.0,8783.0,9423.0,8112.0,0.0,0,1847.2048275076852,0.5685157615379636
